,video,audio,label,center
50,speaker057_0023,speaker127_0000,0,68
51,speaker095_0000,speaker095_0000,1,141
52,speaker287_0003,speaker246_0000,0,33
53,speaker092_0000,speaker092_0000,1,57
54,speaker135_0001,speaker135_0001,0,1
55,speaker283_0003,speaker283_0004,0,46
56,speaker102_0001,speaker102_0000,0,55
57,speaker118_0000,speaker204_0001,0,18
58,speaker039_0002,speaker039_0000,0,82
59,speaker163_0005,speaker163_0005,1,4
60,speaker262_0000,speaker069_0001,0,5
61,speaker080_0000,speaker080_0000,1,26
62,speaker049_0009,speaker049_0009,0,3
63,speaker111_0005,speaker111_0005,1,49
64,speaker112_0000,speaker112_0000,1,119
65,speaker112_0001,speaker112_0001,0,46
66,speaker204_0000,speaker204_0002,0,82
67,speaker268_0002,speaker268_0002,0,27
68,speaker080_0000,speaker080_0000,0,23
69,speaker102_0000,speaker102_0000,1,17
70,speaker047_0018,speaker047_0018,1,35
71,speaker267_0000,speaker267_0001,0,37
72,speaker302_0004,speaker302_0004,0,29
73,speaker246_0000,speaker246_0000,1,32
74,speaker201_0004,speaker201_0005,0,94
75,speaker052_0026,speaker052_0026,0,43
76,speaker184_0012,speaker184_0012,1,46
77,speaker163_0001,speaker163_0001,1,0
78,speaker152_0008,speaker152_0008,1,19
79,speaker230_0005,speaker278_0001,0,140
80,speaker199_0003,speaker278_0001,0,2
81,speaker102_0000,speaker102_0001,0,23
82,speaker069_0002,speaker069_0002,0,149
83,speaker273_0000,speaker168_0001,0,3
84,speaker144_0003,speaker144_0003,1,1
85,speaker230_0005,speaker207_0002,0,19
86,speaker321_0000,speaker321_0000,0,47
87,speaker278_0000,speaker278_0000,0,0
88,speaker218_0003,speaker218_0003,1,42
89,speaker155_0005,speaker155_0005,1,156
90,speaker234_0040,speaker234_0004,0,6
91,speaker187_0000,speaker187_0000,1,33
92,speaker073_0000,speaker049_0024,0,190
93,speaker199_0003,speaker199_0003,1,12
94,speaker256_0002,speaker256_0002,1,15
95,speaker184_0017,speaker184_0017,1,72
96,speaker141_0000,speaker141_0000,1,53
97,speaker018_0001,speaker018_0001,1,34
98,speaker147_0001,speaker147_0001,0,26
99,speaker110_0000,speaker090_0000,0,10
100,speaker106_0003,speaker106_0003,0,24
101,speaker164_0001,speaker164_0001,1,2
102,speaker144_0000,speaker144_0000,1,55
103,speaker112_0001,speaker112_0001,1,82
104,speaker018_0015,speaker018_0015,1,52
105,speaker141_0003,speaker141_0003,0,25
106,speaker295_0002,speaker295_0002,0,35
107,speaker134_0002,speaker235_0002,0,23
108,speaker066_0013,speaker066_0013,1,52
109,speaker218_0009,speaker257_0006,0,65
110,speaker247_0001,speaker247_0001,1,50
111,speaker230_0005,speaker230_0005,1,81
112,speaker300_0000,speaker300_0000,0,69
113,speaker069_0002,speaker069_0001,0,190
114,speaker064_0001,speaker064_0001,1,53
115,speaker135_0000,speaker135_0000,0,27
116,speaker319_0003,speaker319_0003,0,19
117,speaker068_0013,speaker068_0013,1,2
118,speaker144_0003,speaker144_0003,1,21
119,speaker298_0007,speaker298_0007,1,27
120,speaker193_0001,speaker193_0001,1,45
121,speaker205_0001,speaker282_0010,0,12
122,speaker247_0000,speaker247_0000,1,7
123,speaker267_0000,speaker267_0000,0,43
124,speaker150_0001,speaker268_0002,0,58
125,speaker189_0003,speaker189_0006,0,113
126,speaker106_0002,speaker106_0002,1,54
127,speaker016_0009,speaker016_0009,1,122
128,speaker164_0003,speaker164_0003,1,28
129,speaker287_0002,speaker287_0002,1,92
130,speaker247_0001,speaker247_0001,1,22
131,speaker184_0005,speaker184_0019,0,49
132,speaker163_0004,speaker306_0002,0,64
133,speaker039_0000,speaker039_0000,1,29
134,speaker184_0005,speaker159_0000,0,25
135,speaker062_0002,speaker057_0032,0,4
136,speaker210_0002,speaker210_0002,1,23
137,speaker150_0002,speaker150_0000,0,33
138,speaker300_0000,speaker300_0000,0,67
139,speaker285_0005,speaker285_0005,1,48
140,speaker210_0000,speaker210_0000,0,51
141,speaker138_0030,speaker283_0004,0,38
142,speaker146_0002,speaker146_0002,1,36
143,speaker218_0005,speaker218_0005,0,14
144,speaker297_0005,speaker297_0005,1,24
145,speaker198_0001,speaker198_0001,1,21
146,speaker193_0000,speaker193_0000,1,25
147,speaker291_0003,speaker291_0003,0,46
148,speaker310_0008,speaker310_0004,0,19
149,speaker201_0000,speaker201_0000,1,13
150,speaker118_0000,speaker118_0000,0,12
151,speaker136_0001,speaker103_0004,0,17
152,speaker328_0001,speaker328_0001,1,36
153,speaker127_0001,speaker127_0001,0,46
154,speaker256_0000,speaker116_0000,0,103
155,speaker235_0001,speaker235_0001,1,59
156,speaker046_0005,speaker046_0005,1,34
157,speaker319_0000,speaker319_0003,0,165
158,speaker232_0002,speaker232_0003,0,13
159,speaker212_0010,speaker212_0010,1,104
160,speaker168_0001,speaker168_0001,1,7
161,speaker201_0008,speaker201_0008,1,123
162,speaker184_0003,speaker112_0000,0,33
163,speaker328_0003,speaker328_0003,1,2
164,speaker134_0000,speaker134_0000,0,43
165,speaker314_0013,speaker314_0005,0,36
166,speaker135_0000,speaker146_0000,0,58
167,speaker112_0000,speaker112_0000,1,137
168,speaker261_0000,speaker261_0000,0,12
169,speaker212_0016,speaker298_0001,0,43
170,speaker174_0004,speaker174_0004,0,34
171,speaker224_0008,speaker224_0028,0,5
172,speaker069_0001,speaker069_0001,1,52
173,speaker052_0003,speaker052_0003,0,95
174,speaker270_0008,speaker270_0008,1,208
175,speaker306_0001,speaker306_0001,1,55
176,speaker210_0002,speaker126_0001,0,1
177,speaker314_0010,speaker314_0011,0,29
178,speaker278_0000,speaker235_0000,0,36
179,speaker285_0001,speaker285_0002,0,53
180,speaker134_0003,speaker263_0001,0,48
181,speaker273_0004,speaker273_0004,0,10
182,speaker139_0011,speaker318_0000,0,2
183,speaker249_0000,speaker249_0000,1,6
184,speaker113_0000,speaker113_0000,1,15
185,speaker073_0000,speaker073_0000,1,66
186,speaker311_0000,speaker311_0000,0,8
187,speaker018_0010,speaker305_0002,0,17
188,speaker134_0000,speaker134_0000,0,35
189,speaker303_0004,speaker303_0004,1,10
190,speaker116_0000,speaker116_0000,1,0
191,speaker048_0009,speaker048_0007,0,28
192,speaker305_0000,speaker305_0000,1,86
193,speaker111_0000,speaker111_0000,1,26
194,speaker077_0001,speaker077_0002,0,38
195,speaker210_0000,speaker210_0000,1,109
196,speaker302_0001,speaker302_0001,1,41
197,speaker004_0006,speaker004_0006,1,127
198,speaker141_0003,speaker141_0003,1,32
199,speaker321_0003,speaker321_0003,1,36
200,speaker257_0003,speaker257_0003,0,165
201,speaker134_0002,speaker234_0006,0,9
202,speaker207_0000,speaker074_0011,0,43
203,speaker049_0016,speaker049_0016,1,57
204,speaker278_0000,speaker278_0001,0,61
205,speaker305_0001,speaker305_0001,1,18
206,speaker164_0006,speaker164_0004,0,0
207,speaker242_0000,speaker242_0000,1,18
208,speaker155_0003,speaker155_0003,0,16
209,speaker127_0002,speaker127_0002,1,24
210,speaker295_0001,speaker295_0001,1,92
211,speaker249_0000,speaker249_0000,1,19
212,speaker074_0026,speaker074_0010,0,37
213,speaker285_0002,speaker285_0002,1,27
214,speaker254_0005,speaker254_0005,1,1
215,speaker302_0003,speaker302_0003,1,80
216,speaker068_0006,speaker068_0006,1,15
217,speaker208_0005,speaker208_0027,0,11
218,speaker184_0018,speaker184_0002,0,43
219,speaker144_0001,speaker144_0001,1,0
220,speaker185_0011,speaker185_0011,1,47
221,speaker057_0033,speaker057_0015,0,15
222,speaker207_0001,speaker207_0001,1,29
223,speaker189_0004,speaker150_0000,0,24
224,speaker163_0002,speaker163_0002,1,35
225,speaker141_0000,speaker141_0000,1,50
226,speaker278_0001,speaker278_0001,0,28
227,speaker164_0001,speaker164_0001,1,41
228,speaker039_0004,speaker039_0001,0,7
229,speaker141_0001,speaker141_0003,0,48
230,speaker146_0001,speaker146_0001,1,0
231,speaker298_0005,speaker298_0000,0,67
232,speaker311_0001,speaker311_0001,1,26
233,speaker309_0004,speaker309_0004,1,95
234,speaker103_0000,speaker103_0000,0,116
235,speaker095_0000,speaker095_0000,1,116
236,speaker249_0000,speaker249_0000,1,63
237,speaker274_0006,speaker274_0006,0,56
238,speaker256_0002,speaker256_0002,0,99
239,speaker068_0006,speaker068_0006,1,80
240,speaker047_0019,speaker047_0019,0,23
241,speaker046_0005,speaker267_0001,0,47
242,speaker145_0004,speaker145_0004,1,86
243,speaker242_0002,speaker242_0002,1,44
244,speaker014_0007,speaker014_0014,0,56
245,speaker068_0002,speaker068_0002,0,134
246,speaker227_0000,speaker274_0008,0,27
247,speaker313_0001,speaker313_0001,1,27
248,speaker295_0001,speaker295_0000,0,78
249,speaker185_0006,speaker185_0007,0,171
250,speaker134_0003,speaker134_0003,1,34
251,speaker300_0000,speaker300_0000,0,29
252,speaker299_0002,speaker318_0000,0,98
253,speaker152_0005,speaker152_0005,1,21
254,speaker224_0018,speaker224_0018,1,23
255,speaker224_0005,speaker224_0005,1,157
256,speaker267_0001,speaker201_0007,0,5
257,speaker196_0000,speaker196_0000,1,21
258,speaker197_0008,speaker197_0008,1,28
259,speaker328_0001,speaker139_0009,0,39
260,speaker116_0000,speaker116_0000,0,12
261,speaker282_0010,speaker282_0010,1,94
262,speaker310_0007,speaker310_0005,0,11
263,speaker005_0023,speaker005_0013,0,122
264,speaker210_0002,speaker210_0002,0,70
265,speaker295_0000,speaker295_0000,0,127
266,speaker197_0001,speaker197_0001,0,17
267,speaker300_0000,speaker300_0000,0,110
268,speaker006_0022,speaker006_0022,1,49
269,speaker018_0010,speaker018_0010,1,25
270,speaker270_0004,speaker249_0000,0,43
271,speaker188_0001,speaker188_0001,0,111
272,speaker212_0008,speaker212_0020,0,35
273,speaker052_0021,speaker052_0003,0,25
274,speaker014_0002,speaker139_0008,0,110
275,speaker242_0003,speaker242_0002,0,7
276,speaker218_0004,speaker218_0004,1,12
277,speaker116_0000,speaker116_0000,0,3
278,speaker274_0001,speaker263_0001,0,74
279,speaker232_0002,speaker232_0002,0,17
280,speaker309_0001,speaker309_0001,0,71
281,speaker228_0001,speaker228_0001,1,87
282,speaker328_0004,speaker159_0000,0,120
283,speaker062_0002,speaker062_0002,1,75
284,speaker318_0001,speaker318_0001,1,30
285,speaker189_0007,speaker189_0007,1,45
286,speaker299_0000,speaker299_0000,1,86
287,speaker282_0003,speaker282_0002,0,79
288,speaker136_0001,speaker136_0000,0,21
289,speaker274_0001,speaker274_0001,0,12
290,speaker146_0001,speaker146_0001,1,143
291,speaker145_0005,speaker138_0024,0,28
292,speaker310_0001,speaker310_0001,1,6
293,speaker046_0002,speaker046_0000,0,23
294,speaker283_0001,speaker283_0004,0,120
295,speaker134_0001,speaker090_0000,0,17
296,speaker139_0008,speaker139_0008,1,97
297,speaker319_0000,speaker319_0000,1,96
298,speaker047_0012,speaker047_0012,1,54
299,speaker212_0020,speaker234_0022,0,189
300,speaker246_0000,speaker188_0000,0,59
301,speaker235_0002,speaker064_0001,0,40
302,speaker155_0003,speaker155_0005,0,16
303,speaker127_0003,speaker127_0003,1,10
304,speaker261_0000,speaker169_0003,0,9
305,speaker292_0011,speaker292_0011,1,118
306,speaker113_0000,speaker113_0000,0,28
307,speaker204_0002,speaker127_0004,0,5
308,speaker295_0001,speaker268_0002,0,62
309,speaker313_0004,speaker313_0004,0,84
310,speaker077_0003,speaker077_0001,0,40
311,speaker113_0000,speaker113_0000,1,8
312,speaker059_0001,speaker059_0001,1,33
313,speaker247_0004,speaker247_0004,1,30
314,speaker207_0003,speaker207_0003,1,48
315,speaker246_0000,speaker246_0000,1,33
316,speaker057_0027,speaker057_0027,1,35
317,speaker052_0009,speaker052_0009,1,11
318,speaker254_0001,speaker254_0001,1,174
319,speaker212_0006,speaker212_0006,1,40
320,speaker224_0002,speaker224_0002,1,14
321,speaker207_0002,speaker207_0002,1,19
322,speaker319_0001,speaker319_0000,0,48
323,speaker272_0000,speaker272_0000,1,8
324,speaker150_0000,speaker150_0002,0,14
325,speaker116_0000,speaker116_0000,1,13
326,speaker267_0001,speaker267_0001,0,9
327,speaker014_0018,speaker014_0004,0,7
328,speaker300_0000,speaker141_0002,0,122
329,speaker148_0001,speaker148_0000,0,27
330,speaker196_0001,speaker196_0001,1,11
331,speaker272_0001,speaker272_0002,0,58
332,speaker109_0001,speaker282_0006,0,25
333,speaker092_0000,speaker092_0000,1,10
334,speaker274_0008,speaker274_0008,1,58
335,speaker303_0005,speaker303_0005,1,85
336,speaker291_0002,speaker291_0002,1,50
337,speaker139_0008,speaker139_0006,0,23
338,speaker249_0000,speaker249_0000,1,39
339,speaker138_0013,speaker138_0013,1,9
340,speaker299_0005,speaker299_0001,0,97
341,speaker049_0029,speaker049_0029,0,46
342,speaker040_0001,speaker278_0000,0,13
343,speaker282_0013,speaker282_0013,1,31
344,speaker110_0000,speaker110_0000,1,2
345,speaker102_0001,speaker102_0001,1,37
346,speaker116_0000,speaker116_0000,0,48
347,speaker188_0007,speaker188_0007,0,31
348,speaker062_0003,speaker062_0003,0,27
349,speaker199_0005,speaker199_0005,1,54
350,speaker228_0001,speaker228_0001,1,50
351,speaker159_0000,speaker159_0000,1,24
352,speaker014_0015,speaker014_0015,1,92
353,speaker185_0011,speaker185_0011,0,3
354,speaker218_0003,speaker218_0005,0,7
355,speaker069_0003,speaker046_0004,0,3
356,speaker095_0000,speaker095_0000,1,120
357,speaker052_0005,speaker306_0001,0,47
358,speaker210_0002,speaker210_0000,0,23
359,speaker234_0001,speaker234_0001,1,71
360,speaker261_0000,speaker261_0000,1,4
361,speaker049_0016,speaker049_0016,1,74
362,speaker092_0000,speaker092_0001,0,3
363,speaker166_0009,speaker166_0009,1,25
364,speaker263_0000,speaker263_0000,1,40
365,speaker144_0002,speaker144_0002,1,14
366,speaker299_0004,speaker299_0004,1,91
367,speaker062_0001,speaker062_0001,0,24
368,speaker274_0002,speaker274_0002,1,54
369,speaker090_0000,speaker090_0000,0,35
370,speaker046_0002,speaker046_0007,0,6
371,speaker076_0003,speaker076_0004,0,4
372,speaker061_0031,speaker061_0022,0,83
373,speaker040_0011,speaker040_0011,1,138
374,speaker316_0007,speaker316_0000,0,15
375,speaker166_0006,speaker166_0006,1,5
376,speaker298_0007,speaker298_0003,0,7
377,speaker328_0001,speaker328_0001,1,35
378,speaker061_0014,speaker061_0014,1,7
379,speaker047_0006,speaker047_0020,0,10
380,speaker235_0000,speaker235_0002,0,12
381,speaker111_0002,speaker064_0001,0,158
382,speaker047_0023,speaker047_0023,1,15
383,speaker318_0000,speaker318_0000,0,66
384,speaker076_0003,speaker076_0003,1,90
385,speaker224_0034,speaker224_0034,1,130
386,speaker272_0002,speaker272_0002,1,63
387,speaker076_0003,speaker076_0003,0,25
388,speaker313_0008,speaker313_0008,1,69
389,speaker090_0000,speaker212_0001,0,133
390,speaker144_0001,speaker144_0003,0,59
391,speaker113_0000,speaker113_0000,1,38
392,speaker016_0000,speaker016_0000,1,48
393,speaker069_0002,speaker199_0006,0,153
394,speaker319_0001,speaker319_0000,0,74
395,speaker274_0015,speaker309_0003,0,109
396,speaker196_0000,speaker196_0000,1,48
397,speaker139_0006,speaker066_0004,0,22
398,speaker282_0006,speaker282_0006,1,79
399,speaker296_0004,speaker296_0004,1,20
400,speaker303_0002,speaker274_0017,0,101
401,speaker310_0000,speaker310_0007,0,43
402,speaker198_0002,speaker198_0001,0,47
403,speaker014_0014,speaker014_0000,0,46
404,speaker228_0001,speaker228_0001,1,108
405,speaker204_0002,speaker204_0002,0,49
406,speaker005_0011,speaker005_0011,0,13
407,speaker144_0001,speaker144_0003,0,10
408,speaker232_0002,speaker232_0002,1,12
409,speaker302_0002,speaker302_0002,1,13
410,speaker292_0014,speaker292_0014,0,35
411,speaker090_0000,speaker257_0005,0,82
412,speaker039_0003,speaker039_0003,1,4
413,speaker290_0001,speaker290_0001,1,76
414,speaker185_0008,speaker185_0008,0,45
415,speaker191_0031,speaker074_0009,0,133
416,speaker116_0000,speaker116_0000,1,19
417,speaker232_0001,speaker232_0001,0,50
418,speaker136_0000,speaker189_0009,0,7
419,speaker184_0006,speaker168_0000,0,17
420,speaker141_0005,speaker141_0000,0,11
421,speaker094_0003,speaker094_0003,1,87
422,speaker143_0013,speaker143_0013,1,51
423,speaker169_0005,speaker169_0005,1,12
424,speaker207_0003,speaker207_0003,1,3
425,speaker118_0000,speaker118_0000,0,49
426,speaker059_0001,speaker059_0001,1,62
427,speaker057_0010,speaker103_0005,0,20
428,speaker004_0033,speaker004_0033,1,7
429,speaker291_0003,speaker291_0003,1,7
430,speaker291_0002,speaker291_0002,0,64
431,speaker064_0001,speaker064_0001,0,7
432,speaker052_0023,speaker141_0003,0,29
433,speaker143_0006,speaker143_0006,1,20
434,speaker112_0000,speaker112_0000,1,42
435,speaker039_0000,speaker039_0004,0,19
436,speaker047_0008,speaker047_0008,1,45
437,speaker110_0000,speaker197_0009,0,23
438,speaker147_0000,speaker147_0000,0,28
439,speaker210_0001,speaker210_0001,1,65
440,speaker106_0000,speaker106_0000,1,26
441,speaker292_0005,speaker292_0000,0,86
442,speaker005_0033,speaker005_0033,0,1
443,speaker184_0009,speaker184_0009,1,8
444,speaker246_0001,speaker246_0001,0,3
445,speaker163_0002,speaker314_0006,0,20
446,speaker218_0003,speaker218_0003,1,12
447,speaker094_0007,speaker094_0007,1,9
448,speaker064_0001,speaker064_0001,0,41
449,speaker306_0003,speaker014_0019,0,132
450,speaker270_0006,speaker270_0006,1,82
451,speaker116_0000,speaker116_0000,1,27
452,speaker139_0004,speaker139_0004,1,21
453,speaker328_0002,speaker328_0002,1,38
454,speaker134_0002,speaker134_0002,1,11
455,speaker228_0001,speaker228_0001,0,39
456,speaker005_0025,speaker005_0025,1,19
457,speaker257_0009,speaker257_0004,0,86
458,speaker046_0003,speaker249_0000,0,3
459,speaker242_0001,speaker235_0000,0,28
460,speaker274_0006,speaker274_0006,1,49
461,speaker111_0001,speaker111_0001,0,20
462,speaker074_0010,speaker074_0010,1,47
463,speaker292_0003,speaker292_0003,0,34
464,speaker197_0010,speaker197_0010,0,36
465,speaker208_0021,speaker208_0021,1,10
466,speaker155_0001,speaker155_0001,0,53
467,speaker126_0002,speaker126_0002,1,31
468,speaker168_0000,speaker168_0000,1,2
469,speaker185_0004,speaker185_0004,1,5
470,speaker285_0005,speaker285_0005,1,31
471,speaker249_0000,speaker249_0000,1,12
472,speaker049_0025,speaker049_0025,1,100
473,speaker254_0004,speaker254_0004,0,55
474,speaker047_0013,speaker047_0020,0,36
475,speaker106_0001,speaker106_0001,1,142
476,speaker230_0005,speaker230_0005,1,90
477,speaker136_0000,speaker136_0000,1,42
478,speaker201_0001,speaker201_0001,0,13
479,speaker292_0015,speaker292_0015,0,13
480,speaker136_0000,speaker136_0001,0,22
481,speaker185_0005,speaker242_0003,0,51
482,speaker235_0002,speaker235_0002,0,46
483,speaker106_0004,speaker106_0004,0,9
484,speaker189_0004,speaker189_0004,1,51
485,speaker155_0005,speaker155_0005,1,79
486,speaker071_0001,speaker163_0003,0,143
487,speaker247_0001,speaker247_0001,1,30
488,speaker292_0008,speaker292_0008,1,50
489,speaker005_0039,speaker282_0002,0,92
490,speaker169_0003,speaker169_0003,0,18
491,speaker103_0004,speaker103_0004,1,54
492,speaker313_0002,speaker313_0002,0,4
493,speaker283_0004,speaker016_0007,0,69
494,speaker039_0000,speaker039_0000,1,18
495,speaker106_0000,speaker106_0000,1,234
496,speaker068_0015,speaker068_0015,1,29
497,speaker303_0000,speaker303_0000,1,59
498,speaker313_0008,speaker313_0008,1,79
499,speaker102_0001,speaker102_0001,0,29
500,speaker249_0000,speaker249_0000,0,38
501,speaker295_0000,speaker263_0001,0,16
502,speaker254_0003,speaker254_0003,1,12
503,speaker028_0007,speaker028_0007,0,1
504,speaker169_0005,speaker169_0005,1,2
505,speaker149_0000,speaker149_0000,0,2
506,speaker273_0005,speaker273_0005,0,17
507,speaker302_0002,speaker302_0002,0,55
508,speaker256_0003,speaker256_0003,1,4
509,speaker113_0000,speaker136_0001,0,25
510,speaker136_0001,speaker136_0001,1,59
511,speaker247_0011,speaker247_0011,1,38
512,speaker018_0003,speaker018_0003,0,30
513,speaker300_0001,speaker300_0001,1,84
514,speaker018_0004,speaker018_0004,1,66
515,speaker055_0011,speaker055_0011,0,9
516,speaker069_0000,speaker069_0000,1,6
517,speaker136_0000,speaker136_0001,0,4
518,speaker321_0002,speaker321_0002,1,13
519,speaker004_0014,speaker004_0018,0,25
520,speaker076_0003,speaker076_0003,1,30
521,speaker228_0001,speaker228_0001,1,91
522,speaker090_0000,speaker090_0000,1,93
523,speaker169_0005,speaker169_0005,1,4
524,speaker185_0000,speaker185_0000,1,140
525,speaker316_0009,speaker316_0009,1,127
526,speaker201_0012,speaker201_0012,1,11
527,speaker314_0005,speaker314_0005,1,106
528,speaker102_0001,speaker102_0001,1,24
529,speaker164_0003,speaker208_0032,0,16
530,speaker135_0000,speaker135_0001,0,45
531,speaker055_0026,speaker055_0026,0,62
532,speaker256_0000,speaker256_0000,1,60
533,speaker188_0008,speaker188_0001,0,250
534,speaker193_0002,speaker046_0006,0,14
535,speaker168_0002,speaker168_0002,1,43
536,speaker136_0001,speaker136_0001,1,52
537,speaker102_0000,speaker102_0000,1,7
538,speaker055_0032,speaker228_0001,0,1
539,speaker166_0009,speaker166_0009,1,46
540,speaker303_0001,speaker303_0001,1,51
541,speaker258_0000,speaker258_0016,0,54
542,speaker174_0002,speaker174_0002,1,40
543,speaker102_0001,speaker102_0000,0,62
544,speaker218_0003,speaker218_0005,0,14
545,speaker164_0006,speaker164_0006,1,23
546,speaker184_0007,speaker184_0007,1,24
547,speaker321_0001,speaker321_0001,0,14
548,speaker148_0000,speaker061_0021,0,104
549,speaker074_0018,speaker074_0008,0,38
550,speaker205_0000,speaker205_0000,1,64
551,speaker278_0000,speaker278_0000,0,42
552,speaker150_0002,speaker256_0002,0,50
553,speaker006_0007,speaker118_0000,0,59
554,speaker126_0000,speaker126_0002,0,18
555,speaker047_0013,speaker047_0013,1,14
556,speaker300_0001,speaker300_0000,0,2
557,speaker295_0000,speaker295_0001,0,161
558,speaker005_0018,speaker005_0018,1,32
559,speaker102_0001,speaker102_0001,1,36
560,speaker201_0006,speaker201_0006,1,25
561,speaker169_0001,speaker169_0001,0,16
562,speaker164_0002,speaker164_0002,1,17
563,speaker126_0001,speaker126_0001,1,34
564,speaker113_0000,speaker113_0000,1,44
565,speaker310_0000,speaker310_0000,1,118
566,speaker314_0012,speaker314_0012,1,14
567,speaker223_0022,speaker223_0022,1,20
568,speaker274_0011,speaker163_0006,0,43
569,speaker198_0003,speaker198_0001,0,53
570,speaker303_0005,speaker303_0005,0,42
571,speaker148_0001,speaker235_0001,0,62
572,speaker014_0010,speaker056_0017,0,112
573,speaker287_0002,speaker232_0003,0,39
574,speaker168_0002,speaker223_0018,0,16
575,speaker073_0000,speaker073_0000,1,159
576,speaker234_0027,speaker234_0015,0,153
577,speaker189_0001,speaker189_0001,0,15
578,speaker059_0001,speaker059_0000,0,34
579,speaker193_0004,speaker193_0004,1,0
580,speaker285_0007,speaker285_0002,0,32
581,speaker291_0003,speaker291_0002,0,20
582,speaker145_0009,speaker145_0009,0,19
583,speaker198_0000,speaker198_0000,0,10
584,speaker071_0001,speaker071_0001,1,53
585,speaker303_0001,speaker062_0003,0,109
586,speaker199_0006,speaker199_0004,0,97
587,speaker305_0001,speaker305_0001,1,25
588,speaker264_0004,speaker264_0004,1,78
589,speaker298_0004,speaker298_0004,1,163
590,speaker028_0016,speaker028_0016,1,109
591,speaker163_0005,speaker163_0000,0,14
592,speaker292_0004,speaker292_0001,0,45
593,speaker069_0002,speaker069_0002,1,195
594,speaker143_0006,speaker143_0006,0,75
595,speaker267_0000,speaker267_0000,1,46
596,speaker144_0000,speaker134_0000,0,45
597,speaker049_0077,speaker263_0001,0,115
598,speaker207_0001,speaker207_0001,0,85
599,speaker193_0004,speaker193_0001,0,42
600,speaker109_0001,speaker109_0001,1,34
601,speaker136_0000,speaker270_0009,0,41
602,speaker126_0000,speaker126_0000,1,29
603,speaker018_0011,speaker018_0011,1,88
604,speaker242_0003,speaker299_0000,0,16
605,speaker227_0001,speaker227_0001,1,33
606,speaker048_0003,speaker048_0020,0,19
607,speaker256_0002,speaker256_0002,0,80
608,speaker270_0006,speaker197_0006,0,31
609,speaker204_0000,speaker204_0000,1,21
610,speaker049_0016,speaker049_0016,1,35
611,speaker205_0000,speaker205_0002,0,65
612,speaker127_0003,speaker127_0003,0,22
613,speaker004_0050,speaker257_0009,0,142
614,speaker014_0020,speaker014_0020,0,36
615,speaker249_0000,speaker249_0000,0,23
616,speaker134_0002,speaker134_0002,0,1
617,speaker246_0001,speaker246_0001,1,133
618,speaker267_0000,speaker297_0007,0,8
619,speaker164_0000,speaker164_0000,1,51
620,speaker309_0001,speaker309_0001,0,73
621,speaker109_0001,speaker109_0001,1,37
622,speaker090_0000,speaker090_0000,1,58
623,speaker305_0000,speaker305_0000,1,170
624,speaker005_0011,speaker005_0011,1,2
625,speaker174_0006,speaker262_0000,0,36
626,speaker189_0000,speaker189_0000,1,126
627,speaker092_0001,speaker092_0001,1,104
628,speaker218_0005,speaker218_0003,0,18
629,speaker189_0008,speaker189_0000,0,12
630,speaker247_0000,speaker110_0000,0,15
631,speaker283_0004,speaker283_0004,1,89
632,speaker184_0006,speaker184_0006,1,14
633,speaker057_0018,speaker057_0018,1,87
634,speaker143_0003,speaker143_0006,0,23
